Overall_Obligation_Period,ECO_Supplier_Reference,Obligation_Category,Measure_Type,Measure_Reference_Number,Purpose_of_Notification,Associated_Measure,Associated_Measure_Reference_Number,Date_of_Completed_Installation,Building_Number,Building_Name,Flat_Name/Number,Street_Name,Town,Post_Code,Unique_Property_Reference_Number_(UPRN),LSOA/DZ_Code,Low_Income,Adjoining_Installation,Adjoining_LSOA/DZ_Code,Rural_Area,Rural_Sub_Obligation,Affordable_Warmth_Group,AWG_Verification_Method,ESAS_Reference_Number,Private_Domestic_Premises,Tenure,Property_Type,Scoring_Method,Name_&_Version_Of_Scoring_Tool_Used,Appropriate_Methodology_ID,Annual_Carbon_Saving_(TCO2),Annual_Cost_Saving_(£),Lifetime_(yrs),In-Use_Factor,Carbon_Score_(TCO2),Cost_Score_(£),Primary_Eligibility,Evidence_of_Lifetime_for_Wall_Insulation,HTTC_Qualification,Boiler_or_ESH_Warranty,Adequate_Roof_or_Wall_Insulation,Pre_Main_Heating_Source_for_the_Property,Recommended_Measure,Pre_Installation_EPC_RRN,Post_Installation_EPC_RRN,Green_Deal_Advice_Report_URN,Brokerage,Brokerage_Lot_Number,Installed_In_Accordance_with_PAS?,Measure_Carried_Out_As_Part_Of_A_Green_Deal_Plan,Green_Deal_Plan_Reference_Number,Green_Deal_Provider_Registration_ID,Floor_Area,Percentage_of_Measure_Installed,HHCRO_Multiplier,Post_Main_Heating_Source_for_the_Property,Installer_Name,DWP_Reference_Number,Wall_Guarantee,HHCRO_Eligibility,LA_Criteria,LA_Declaration_Reference_Number,PAS_Certification_Number,Percentage_Of_Property_Treated
ECO 2,FFF03782443E,CERO,UFI,FFF9374105,Edited Notification,N/A,N/A,21/10/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.72,72,3,34,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,244.31,87,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF7215298,Edited Notification,N/A,N/A,20/06/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mid-terrace_1,DS,NES ECO Online 2.0,N/A,0.15,15,1,7,2,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129.37,61,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF1468440,Edited Notification,N/A,N/A,27/07/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.57,57,2,27,6,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,214.43,80,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF5721582,Edited Notification,N/A,N/A,01/07/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,2W_Maisonette_3+,DS,NES ECO Online 2.0,N/A,0.83,83,3,40,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266.77,92,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF8338521,Edited Notification,N/A,N/A,28/01/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.26,26,1,13,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151.83,66,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF2591663,Edited Notification,N/A,N/A,10/04/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Det_3+,DS,NES ECO Online 2.0,N/A,0.68,68,3,33,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,236.9,85,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF6844804,Edited Notification,N/A,N/A,03/11/2015,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,House,DS,NES ECO Online 2.0,N/A,0.11,11,1,6,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121.96,59,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF1097947,Edited Notification,N/A,N/A,18/01/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Det_4,DS,NES ECO Online 2.0,N/A,0.54,53,2,26,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,207.02,79,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF5351088,Edited Notification,N/A,N/A,08/03/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.96,96,3,46,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,292.08,98,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF9604230,Edited Notification,N/A,N/A,28/10/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Semi_3,DS,NES ECO Online 2.0,N/A,0.39,39,2,19,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,177.15,72,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF3857372,Edited Notification,N/A,N/A,11/12/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.81,81,3,39,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,262.21,91,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF8110514,Edited Notification,N/A,N/A,08/08/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,End-terrace_1,DS,NES ECO Online 2.0,N/A,0.24,24,1,12,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,147.27,65,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF2363656,Edited Notification,N/A,N/A,16/09/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.66,66,2,32,6,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,232.34,84,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF6616798,Edited Notification,N/A,N/A,18/05/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,3W_Flat_1,DS,NES ECO Online 2.0,N/A,0.09,9,1,5,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117.4,58,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF0869940,Edited Notification,N/A,N/A,22/06/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.51,51,2,25,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,202.46,78,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF5123082,Edited Notification,N/A,N/A,26/08/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Double_park_home,DS,NES ECO Online 2.0,N/A,0.94,93,3,45,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,287.52,97,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF9376223,Edited Notification,N/A,N/A,07/02/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.28,28,1,13,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155.15,67,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF2757314,Edited Notification,N/A,N/A,19/04/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Det_3+,DS,NES ECO Online 2.0,N/A,0.7,70,3,33,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240.21,86,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF7010455,Edited Notification,N/A,N/A,12/11/2015,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,House,DS,NES ECO Online 2.0,N/A,0.13,13,1,6,2,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.27,60,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF1263598,Edited Notification,N/A,N/A,27/01/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Det_4,DS,NES ECO Online 2.0,N/A,0.55,55,2,26,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,210.33,79,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF5516739,Edited Notification,N/A,N/A,17/03/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.98,97,3,46,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,295.4,98,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF9769880,Edited Notification,N/A,N/A,07/11/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Semi_3,DS,NES ECO Online 2.0,N/A,0.4,40,2,19,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180.46,73,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF4023023,Edited Notification,N/A,N/A,21/12/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.83,82,3,39,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,265.52,92,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF8276164,Edited Notification,N/A,N/A,17/08/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,End-terrace_1,DS,NES ECO Online 2.0,N/A,0.25,26,1,12,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.59,66,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF2529307,Edited Notification,N/A,N/A,26/09/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.68,68,3,32,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,235.65,85,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF6782448,Edited Notification,N/A,N/A,27/05/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,3W_Flat_1,DS,NES ECO Online 2.0,N/A,0.1,11,1,5,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120.71,59,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF1035591,Edited Notification,N/A,N/A,02/07/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.53,53,2,25,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205.77,78,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF5288732,Edited Notification,N/A,N/A,04/09/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Double_park_home,DS,NES ECO Online 2.0,N/A,0.95,95,3,45,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,290.84,97,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF9541874,Edited Notification,N/A,N/A,06/04/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.38,38,2,18,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.9,72,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF3795016,Edited Notification,N/A,N/A,15/06/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,2W_Maisonette_3+,DS,NES ECO Online 2.0,N/A,0.8,80,3,38,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,260.96,91,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF8048158,Edited Notification,N/A,N/A,05/08/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.59,59,2,28,6,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,217.79,81,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF5889350,Edited Notification,N/A,N/A,08/04/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,3W_Flat_1,DS,NES ECO Online 2.0,N/A,0.01,2,1,1,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.85,55,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF0142492,Edited Notification,N/A,N/A,11/05/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Flat,DS,NES ECO Online 2.0,N/A,0.44,44,2,21,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,187.91,74,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF4395634,Edited Notification,N/A,N/A,18/07/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,2W_Maisonette_3+,DS,NES ECO Online 2.0,N/A,0.86,86,3,41,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,272.98,93,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF8648775,Edited Notification,N/A,N/A,15/02/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bungalow,DS,NES ECO Online 2.0,N/A,0.29,29,1,14,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158.04,68,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF2901918,Edited Notification,N/A,N/A,27/04/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Det_3+,DS,NES ECO Online 2.0,N/A,0.72,71,3,34,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,243.1,87,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF7155059,Edited Notification,N/A,N/A,17/03/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.98,97,3,46,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,295.44,98,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF9771998,Edited Notification,N/A,N/A,07/11/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Semi_3,DS,NES ECO Online 2.0,N/A,0.4,40,2,19,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180.5,73,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF4025141,Edited Notification,N/A,N/A,21/12/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.83,82,3,39,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,265.57,92,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF8278282,Edited Notification,N/A,N/A,17/08/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,End-terrace_1,DS,NES ECO Online 2.0,N/A,0.25,26,1,12,3,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.63,66,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF2531425,Edited Notification,N/A,N/A,26/09/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.68,68,3,32,7,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,235.69,85,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF6784566,Edited Notification,N/A,N/A,26/03/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Bung_Semi/End_1,DS,NES ECO Online 2.0,N/A,0.66,66,2,31,6,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,231.55,84,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF6577606,Edited Notification,N/A,N/A,18/10/2015,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,House,DS,NES ECO Online 2.0,N/A,0.08,9,1,4,1,1,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116.61,58,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF0830748,Edited Notification,N/A,N/A,04/01/2018,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Det_4,DS,NES ECO Online 2.0,N/A,0.51,51,2,24,5,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,201.68,77,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF5083889,Edited Notification,N/A,N/A,20/02/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Mobile Home,DS,NES ECO Online 2.0,N/A,0.93,93,3,44,9,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,286.74,97,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO2t,FFF03782443E,CERO,UFI,FFF9337031,Edited Notification,N/A,N/A,14/10/2017,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Semi_3,DS,NES ECO Online 2.0,N/A,0.36,36,2,17,4,2,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,171.8,71,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO 2,FFF03782443E,CERO,UFI,FFF3590173,Edited Notification,N/A,N/A,26/11/2016,25,,,New Road,Dagenham,RM10 9NH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Owner Occupied,Maisonette,DS,NES ECO Online 2.0,N/A,0.78,78,3,37,8,3,Yes,Yes,N/A,N/A,N/A,Gas,CSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,256.87,90,1,Gas/Coal,QA Tester,N/A,N/A,N/A,N/A,N/A,N/A,N/A
